date,city,pm25
2023-07-14,Tokyo,12.8
2023-07-21,Tokyo,6.888888888888889
2023-07-27,Tokyo,8.087878847122193
2023-07-28,Tokyo,7.172727251052857
2023-07-29,Tokyo,7.454545497894287
2023-07-30,Tokyo,6.041774892807007
2023-07-31,Tokyo,6.215584421157837
2023-08-01,Tokyo,5.538960933685303
2023-08-02,Tokyo,5.640259742736816
2023-08-03,Tokyo,10.75541124343872
2023-08-04,Tokyo,6.578138542175293
2023-08-05,Tokyo,7.168181848526001
2023-08-06,Tokyo,4.363506531715393
2023-08-07,Tokyo,4.939545392990112
2023-08-08,Tokyo,5.413636374473572
2023-08-09,Tokyo,8.180974006652832
2023-08-10,Tokyo,6.459090948104858
2023-08-11,Tokyo,6.630735921859741
2023-08-12,Tokyo,5.313636350631714
2023-08-13,Tokyo,7.817748928070069
2023-08-14,Tokyo,14.410606002807617
2023-08-15,Tokyo,14.198268222808839
2023-08-16,Tokyo,8.193073606491089
2023-08-17,Tokyo,9.058441495895385
2023-08-18,Tokyo,12.318181800842286
2023-08-19,Tokyo,12.190909099578857
2023-08-20,Tokyo,5.550649213790893
2023-08-21,Tokyo,4.222727274894714
2023-08-22,Tokyo,4.461842107772827
2023-08-23,Tokyo,4.281818175315857
2023-08-24,Tokyo,3.732775068283081
2023-08-25,Tokyo,4.578787875175476
2023-08-26,Tokyo,4.868181896209717
2023-08-27,Tokyo,7.720714426040649
2023-08-28,Tokyo,7.976623439788819
2023-08-29,Tokyo,5.873160243034363
2023-08-30,Tokyo,6.38636360168457
2023-08-31,Tokyo,4.815432906150818
2023-09-01,Tokyo,5.222943687438965
2023-09-02,Tokyo,5.78181824684143
2023-09-03,Tokyo,3.9203462839126586
2023-09-04,Tokyo,4.550216436386108
2023-09-05,Tokyo,5.342207670211792
2023-09-06,Tokyo,6.013636302947998
2023-09-07,Tokyo,4.509090924263001
2023-09-08,Tokyo,5.545454597473144
2023-09-09,Tokyo,7.995454549789429
2023-09-10,Tokyo,4.664969515800476
2023-09-11,Tokyo,6.987662315368652
2023-09-12,Tokyo,8.659307289123536
2023-09-13,Tokyo,5.188225126266479
2023-09-14,Tokyo,8.584631967544556
2023-09-15,Tokyo,10.286363697052002
2023-09-16,Tokyo,8.56363639831543
2023-09-17,Tokyo,4.586363673210144
2023-09-18,Tokyo,6.016190528869629
2023-09-19,Tokyo,11.17727279663086
2023-09-20,Tokyo,8.08549780845642
2023-09-21,Tokyo,6.910533958011204
2023-09-22,Tokyo,2.8604978561401366
2023-09-23,Tokyo,4.9500000953674315
2023-09-24,Tokyo,7.018160200119018
2023-09-25,Tokyo,9.622727298736573
2023-09-26,Tokyo,10.740909099578857
2023-09-27,Tokyo,14.594610404968261
2023-09-28,Tokyo,8.421688270568847
2023-09-29,Tokyo,6.872727251052856
2023-09-30,Tokyo,8.96363639831543
2023-10-01,Tokyo,6.222727251052857
2023-10-02,Tokyo,7.11103892326355
2023-10-03,Tokyo,7.863636207580567
2023-10-04,Tokyo,7.668067836761475
2023-10-05,Tokyo,4.924242353439331
2023-10-06,Tokyo,6.0558442115783695
2023-10-07,Tokyo,6.577272701263428
2023-10-08,Tokyo,2.3645021677017213
2023-10-09,Tokyo,2.8774986743927
2023-10-10,Tokyo,5.863203430175782
2023-10-11,Tokyo,7.940909194946289
2023-10-12,Tokyo,7.211688280105591
2023-10-13,Tokyo,9.95476188659668
2023-10-14,Tokyo,8.722727298736572
2023-10-15,Tokyo,5.759114789962768
2023-10-16,Tokyo,6.535281372070313
2023-10-17,Tokyo,7.6469696998596195
2023-10-18,Tokyo,11.0240909576416
2023-10-19,Tokyo,12.714545345306396
2023-10-20,Tokyo,2.805164873600006
2023-10-21,Tokyo,3.573885440826416
2023-10-22,Tokyo,8.36751093864441
2023-10-23,Tokyo,9.704761695861816
2023-10-24,Tokyo,11.656060695648193
2023-10-25,Tokyo,9.777296913994682
2023-10-26,Tokyo,13.081818294525146
2023-10-27,Tokyo,11.299999904632568
2023-10-28,Tokyo,3.1835930824279783
2023-10-29,Tokyo,5.585692691802978
2023-10-30,Tokyo,9.953895854949952
2023-10-31,Tokyo,13.063420009613036
2023-11-01,Tokyo,17.688961124420167
2023-11-02,Tokyo,23.800000190734863
2023-11-03,Tokyo,23.62272701263428
2023-11-04,Tokyo,18.936363697052002
2023-11-05,Tokyo,8.569264030456543
2023-11-06,Tokyo,7.398181819915772
2023-11-07,Tokyo,6.730639722612169
2023-11-08,Tokyo,10.356060663859049
2023-11-09,Tokyo,20.30909080505371
2023-11-10,Tokyo,3.7971368074417113
2023-11-11,Tokyo,7.072727298736572
2023-11-12,Tokyo,3.5611366033554077
2023-11-13,Tokyo,5.1332991361618046
2023-11-14,Tokyo,6.65
2023-11-15,Tokyo,10.230303001403808
2023-11-16,Tokyo,7.742857217788696
2023-11-17,Tokyo,3.762835383415222
2023-11-18,Tokyo,4.893896055221558
2023-11-19,Tokyo,4.839155817031861
2023-11-20,Tokyo,8.076118421554565
2023-11-21,Tokyo,15.615199618869358
2023-11-22,Tokyo,15.685606002807617
2023-11-23,Tokyo,14.993939399719238
2023-11-24,Tokyo,2.0132817924022675
2023-11-25,Tokyo,6.499999952316284
2023-11-26,Tokyo,16.56709966659546
2023-11-27,Tokyo,12.896926307678223
2023-11-28,Tokyo,6.692121267318726
2023-11-29,Tokyo,5.525598883628845
2023-11-30,Tokyo,5.184047555923462
2023-12-01,Tokyo,9.191919167836508
2023-12-02,Tokyo,8.106060557895237
2023-12-03,Tokyo,6.0418683052062985
2023-12-04,Tokyo,14.390909099578858
2023-12-05,Tokyo,8.819400787353516
2023-12-06,Tokyo,10.690649366378784
2023-12-07,Tokyo,6.946060514450073
2023-12-08,Tokyo,16.98636350631714
2023-12-09,Tokyo,17.81818199157715
2023-12-10,Tokyo,12.849999904632568
2023-12-11,Tokyo,10.991148471832275
2023-12-12,Tokyo,2.9439526796340942
2023-12-13,Tokyo,8.54494948387146
2023-12-14,Tokyo,14.976190567016602
2023-12-15,Tokyo,18.28409080505371
2023-12-16,Tokyo,2.7633246898651125
2023-12-17,Tokyo,2.9241604924201967
2023-12-18,Tokyo,8.465608490837944
2023-12-19,Tokyo,17.8109091758728
2023-12-20,Tokyo,8.591969776153565
2023-12-21,Tokyo,4.448701333999634
2023-12-22,Tokyo,5.513556623458863
2023-12-23,Tokyo,10.863636302947999
2023-12-24,Tokyo,14.831818199157714
2023-12-25,Tokyo,8.284155893325806
2023-12-26,Tokyo,5.811756658554077
2023-12-27,Tokyo,11.145454597473144
2023-12-28,Tokyo,16.86363649368286
2023-12-29,Tokyo,14.413636493682862
2023-12-30,Tokyo,19.38181838989258
2023-12-31,Tokyo,3.4386018753051757
2024-01-01,Tokyo,7.059090948104858
2024-01-02,Tokyo,9.95
2024-01-03,Tokyo,7.929994916915893
2024-01-04,Tokyo,9.49976077079773
2024-01-05,Tokyo,14.20909070968628
2024-01-06,Tokyo,8.613419914245606
2024-01-07,Tokyo,2.4114238739013674
2024-01-08,Tokyo,8.755552387237548
2024-01-09,Tokyo,12.154329109191895
2024-01-10,Tokyo,8.044119787216186
2024-01-11,Tokyo,13.013708538479275
2024-01-12,Tokyo,4.968874859809875
2024-01-13,Tokyo,3.8741774797439574
2024-01-14,Tokyo,5.670481586456299
2024-01-15,Tokyo,3.2211699724197387
2024-01-16,Tokyo,10.031796550750732
2024-01-17,Tokyo,21.475108337402343
2024-01-18,Tokyo,12.24469690322876
2024-01-19,Tokyo,11.599999904632568
2024-01-20,Tokyo,4.763658118247986
2024-01-21,Tokyo,4.78280930519104
2024-01-22,Tokyo,8.27642855644226
2024-01-23,Tokyo,2.7119343876838684
2024-01-24,Tokyo,3.356406903266907
2024-01-25,Tokyo,3.3452152967453004
2024-01-26,Tokyo,3.4644372701644897
2024-01-27,Tokyo,10.318181705474853
2024-01-28,Tokyo,6.103691148757934
2024-01-29,Tokyo,12.126623344421386
2024-01-30,Tokyo,14.708225059509278
2024-01-31,Tokyo,24.0125
2024-02-02,Tokyo,5.03115611076355
2024-02-03,Tokyo,10.436363792419433
2024-02-04,Tokyo,6.713203430175781
2024-02-05,Tokyo,6.065086555480957
2024-02-06,Tokyo,12.106818008422852
2024-02-07,Tokyo,8.626298666000366
2024-02-08,Tokyo,6.089610433578491
2024-02-09,Tokyo,10.954545307159425
2024-02-10,Tokyo,4.889190244674682
2024-02-11,Tokyo,5.91363639831543
2024-02-12,Tokyo,9.701515102386475
2024-02-13,Tokyo,17.642424201965333
2024-02-14,Tokyo,14.450000095367432
2024-02-15,Tokyo,4.322426748275757
2024-02-16,Tokyo,7.45
2024-02-17,Tokyo,8.366666793823242
2024-02-18,Tokyo,4.595021605491638
2024-02-19,Tokyo,8.404545497894286
2024-02-20,Tokyo,5.600649404525757
2024-02-21,Tokyo,3.0830143213272097
2024-02-22,Tokyo,4.327272748947143
2024-02-23,Tokyo,4.634483885765076
2024-02-24,Tokyo,7.3000000476837155
2024-02-25,Tokyo,2.158595597743988
2024-02-26,Tokyo,3.4175917387008665
